id	issn	title	year	journal	author	type	primaryTopic	secondaryTopic	decade	period	century	pages	sentences	tokens	hasAbstract	isAbstractOf
107920	2610523	On the Performance of Fluid Refracting Telescopes, and on the Applicability of This Principle of Construction to Very Large Instruments	1831	Philosophical Transactions of the Royal Society of London	Peter Barlow	fla	Experiment	Optics	1830	1800	1800	7	61	3058	110244.0	
107924	2610523	On the Probable Electric Origin of All the Phenomena of Terrestrial Magnetism; With an Illustrative Experiment	1831	Philosophical Transactions of the Royal Society of London	Peter Barlow	fla	Experiment	Electromagnetism	1830	1800	1800	10	79	4142		
107925	2610523	On the Equilibrium of Fluids, and the Figure of a Homogeneous Planet in a Fluid State	1831	Philosophical Transactions of the Royal Society of London	James Ivory	fla	Mechanics	Mathematics	1830	1800	1800	37	267	15138		
107931	2610523	On the Errors in the Course of Vessels, Occasioned by Local Attraction; With Some Remarks on the Recent Loss of His Majesty&apos;s Ship Thetis	1831	Philosophical Transactions of the Royal Society of London	Peter Barlow	fla	Experiment	Terrestrial Magnetism	1830	1800	1800	7	86	3076		
107932	2610523	On the Meteorological Observations Made at the Apartments of the Royal Society during the Years 1827, 1828, and 1829	1831	Philosophical Transactions of the Royal Society of London	J. W. Lubbock	fla	Meteorology	Experiment	1830	1800	1800	8	114	2628		
107934	2610523	Researches in Physical Astronomy	1831	Philosophical Transactions of the Royal Society of London	J. W. Lubbock	fla	Formulae	Mathematics	1830	1800	1800	6	77	2498		
107939	2610523	On the Theory of the Elliptic Transcendents	1831	Philosophical Transactions of the Royal Society of London	James Ivory	fla	Mathematics	Formulae	1830	1800	1800	29	243	10251	110272.0	
107940	2610523	On the Tides in the Port of London	1831	Philosophical Transactions of the Royal Society of London	J. W. Lubbock	fla	Meteorology	Formulae	1830	1800	1800	19	291	7231	110274.0	
107952	2610523	Researches in Physical Astronomy [Continued]	1832	Philosophical Transactions of the Royal Society of London	J. W. Lubbock	fla	Formulae	Mathematics	1830	1800	1800	49	333	14195		
107955	2610523	On an Inequality of Long Period in the Motions of the Earth and Venus	1832	Philosophical Transactions of the Royal Society of London	George Biddell Airy	fla	Formulae	Mathematics	1830	1800	1800	18	252	6750	110290.0	
107956	2610523	Experimental Researches in Electricity	1832	Philosophical Transactions of the Royal Society of London	Michael Faraday	fla	Electromagnetism	Experiment	1830	1800	1800	39	762	18033		
107957	2610523	The Bakerian Lecture: Experimental Researches in Electricity. Second Series	1832	Philosophical Transactions of the Royal Society of London	Michael Faraday	fla	Electromagnetism	Experiment	1830	1800	1800	32	572	15106		
107958	2610523	On the Theory of the Perturbations of the Planets	1832	Philosophical Transactions of the Royal Society of London	James Ivory	fla	Mathematics	Formulae	1830	1800	1800	34	229	11053	110297.0	
107959	2610523	Researches in Physical Astronomy [Continued]	1832	Philosophical Transactions of the Royal Society of London	J. W. Lubbock	fla	Formulae	Mathematics	1830	1800	1800	8	37	2756		
107961	2610523	Some Account of a New Volcano in the Mediterranean	1832	Philosophical Transactions of the Royal Society of London	John Davy	fla	Geography	Chemistry I	1830	1800	1800	16	218	6404	110295.0	
107964	2610523	An Account of Some Experiments and Observations on the Torpedo (Raia Torpedo, Linn.)	1832	Philosophical Transactions of the Royal Society of London	John Davy	fla	Electromagnetism	Physiology II	1830	1800	1800	20	223	8920		
107969	2610523	Researches in Physical Astronomy [Continued]	1832	Philosophical Transactions of the Royal Society of London	J. W. Lubbock	fla	Formulae	Mathematics	1830	1800	1800	21	78	6355		
107970	2610523	On the Nervous System of the Sphinx ligustri, Linn., and on the Changes Which It Undergoes during a Part of the Metamorphoses of the Insect	1832	Philosophical Transactions of the Royal Society of London	George Newport	fla	Physiology II	Experiment	1830	1800	1800	18	388	7878		
107978	2610523	Researches in Physical Astronomy [Continued]	1832	Philosophical Transactions of the Royal Society of London	J. W. Lubbock	fla	Formulae	Mathematics	1830	1800	1800	7	73	2378		
107982	2610523	An Account of the Construction of a Fluid Lens Refracting Telescope of Eight Inches Aperture, and Eight Feet and Three Quarters in Length, Made for the Royal Society by George Dollond, Esq. F.R.S	1833	Philosophical Transactions of the Royal Society of London	Peter Barlow	fla	Optics	Experiment	1830	1800	1800	13	110	4852		
107984	2610523	Note on the Tides	1833	Philosophical Transactions of the Royal Society of London	J. W. Lubbock	fla	Meteorology	Experiment	1830	1800	1800	5	62	1771		
107985	2610523	Experimental Researches in Electricity. Third Series	1833	Philosophical Transactions of the Royal Society of London	Michael Faraday	fla	Electromagnetism	Experiment	1830	1800	1800	32	632	14592		
107991	2610523	Notice of the Remains of the Recent Volcano in the Mediterranean	1833	Philosophical Transactions of the Royal Society of London	John Davy	fla	Geography	Thermodynamics	1830	1800	1800	12	103	2128	110353.0	
107992	2610523	Essay towards a First Approximation to a Map of Cotidal Lines	1833	Philosophical Transactions of the Royal Society of London	W. Whewell	fla	Meteorology	Geography	1830	1800	1800	84	1483	36445	110357.0	
107997	2610523	Researches on the Arseniates, Phosphates, and Modifications of Phosphoric Acid	1833	Philosophical Transactions of the Royal Society of London	Thomas Graham	fla	Chemistry II	Chemistry I	1830	1800	1800	32	548	12954	110367.0	
108000	2610523	On the Anatomical and Optical Structure of the Crystalline Lenses of Animals, Particularly That of the Cod	1833	Philosophical Transactions of the Royal Society of London	David Brewster	fla	Optics	Physiology II	1830	1800	1800	11	158	4420	110359.0	
108004	2610523	Experimental Researches in Electricity. Fourth Series	1833	Philosophical Transactions of the Royal Society of London	Michael Faraday	fla	Electromagnetism	Chemistry II	1830	1800	1800	16	274	6966		
108008	2610523	On the Development of the Disturbing Function, upon Which Depend the Inequalities of the Motions of the Planets, Caused by Their Mutual Attraction	1833	Philosophical Transactions of the Royal Society of London	James Ivory	fla	Mathematics	Formulae	1830	1800	1800	34	268	9331		
108011	2610523	On the Present Situation of the Magnetic Lines of Equal Variation, and Their Changes on the Terrestrial Surface	1833	Philosophical Transactions of the Royal Society of London	Peter Barlow	fla	Experiment	Terrestrial Magnetism	1830	1800	1800	24	209	4943	110360.0	
108012	2610523	Experimental Researches in Electricity. Fifth Series	1833	Philosophical Transactions of the Royal Society of London	Michael Faraday	fla	Electromagnetism	Experiment	1830	1800	1800	36	566	16892		
108018	2610523	Researches on the Tides. Fourth Series. On the Empirical Laws of the Tides in the Port of Liverpool	1836	Philosophical Transactions of the Royal Society of London	W. Whewell	fla	Meteorology	Experiment	1830	1800	1800	15	412	7962		
108019	2610523	Researches towards Establishing a Theory of the Dispersion of Light. No. II	1836	Philosophical Transactions of the Royal Society of London	Baden Powell	fla	Optics	Experiment	1830	1800	1800	4	57	1345		
108023	2610523	On the Anatomical and Optical Structure of the Crystalline Lenses of Animals, Continued from a Former Paper (Phil. Trans. 1833, p. 332.)	1836	Philosophical Transactions of the Royal Society of London	David Brewster	fla	Optics	Physiology II	1830	1800	1800	15	387	7317		
108043	2610523	On the Respiration of Insects	1836	Philosophical Transactions of the Royal Society of London	George Newport	fla	Physiology II	Experiment	1830	1800	1800	39	829	22876	110512.0	
108054	2610523	Experimental Researches in Electricity. Sixth Series	1834	Philosophical Transactions of the Royal Society of London	Michael Faraday	fla	Thermodynamics	Chemistry II	1830	1800	1800	23	493	13185		
108055	2610523	Experimental Researches in Electricity. Seventh Series	1834	Philosophical Transactions of the Royal Society of London	Michael Faraday	fla	Chemistry II	Electromagnetism	1830	1800	1800	46	1214	28266		
108058	2610523	On the Tides [Continued]	1834	Philosophical Transactions of the Royal Society of London	J. W. Lubbock	fla	Meteorology	Experiment	1830	1800	1800	8	182	4213		
108061	2610523	On the Principle of Construction and General Application of the Negative Achromatic Lens to Telescopes and Eyepieces of Every Description	1834	Philosophical Transactions of the Royal Society of London	Peter Barlow	fla	Optics	Experiment	1830	1800	1800	3	25	1424	110409.0	
108062	2610523	Some Suggestions Relative to the Best Method of Employing the New Zenith Telescope Lately Erected at the Royal Observatory	1834	Philosophical Transactions of the Royal Society of London	John Pond	fla	Solar System	Experiment	1830	1800	1800	4	52	1524	110399.0	
108070	2610523	On the Nervous System of the Sphinx ligustri, Linn., (Part II.) during the Latter Stages of Its Pupa and Its Imago State; And on the Means by Which Its Development is Effected	1834	Philosophical Transactions of the Royal Society of London	George Newport	fla	Physiology II	Experiment	1830	1800	1800	39	953	22055		
108071	2610523	Experimental Researches in Electricity. Eighth Series	1834	Philosophical Transactions of the Royal Society of London	Michael Faraday	fla	Electromagnetism	Experiment	1830	1800	1800	46	945	28117		
108073	2610523	On the Repulsive Power of Heat	1834	Philosophical Transactions of the Royal Society of London	Baden Powell	fla	Experiment	Electromagnetism	1830	1800	1800	5	74	2443	110420.0	
108074	2610523	On the Equilibrium of a Mass of Homogeneous Fluid at Liberty	1834	Philosophical Transactions of the Royal Society of London	James Ivory	fla	Mechanics	Mathematics	1830	1800	1800	40	410	20924	110413.0	
108075	2610523	Observations on the Torpedo, with an Account of Some Additional Experiments on Its Electricity	1834	Philosophical Transactions of the Royal Society of London	John Davy	fla	Physiology II	Reproduction	1830	1800	1800	22	428	11242	110418.0	
108076	2610523	Some Remarks in Reply to Dr. Daubeny&apos;s Note on the Air Disengaged from the Sea Over the Site of the Recent Volcano in the Mediterranean	1834	Philosophical Transactions of the Royal Society of London	John Davy	fla	Experiment	Geography	1830	1800	1800	4	55	2526		
108085	2610523	Researches towards Establishing a Theory of the Dispersion of Light. No. III	1837	Philosophical Transactions of the Royal Society of London	Baden Powell	fla	Experiment	Mathematics	1830	1800	1800	6	105	2430		
108089	2610523	Inquiries Respecting the Constitution of Salts. Of Oxalates, Nitrates, Phosphates, Sulphates, and Chlorides	1837	Philosophical Transactions of the Royal Society of London	Thomas Graham	fla	Chemistry II	Chemistry I	1830	1800	1800	33	574	13784	110531.0	
108090	2610523	Researches on the Tides. Seventh Series. On the Diurnal Inequality of the Height of the Tide, Especially at Plymouth and at Singapore; And on the Mean Level of the Sea	1837	Philosophical Transactions of the Royal Society of London	W. Whewell	fla	Meteorology	Experiment	1830	1800	1800	23	308	7133		
108099	2610523	Researches on the Tides. Eighth Series. On the Progress of the Diurnal Inequality Wave along the Coasts of Europe	1837	Philosophical Transactions of the Royal Society of London	W. Whewell	fla	Meteorology	Experiment	1830	1800	1800	19	782	11362		
108100	2610523	On the Connexion between the Phenomena of the Absorption of Light, and the Colours of Thin Plates	1837	Philosophical Transactions of the Royal Society of London	David Brewster	fla	Optics	Experiment	1830	1800	1800	8	102	4121		
108101	2610523	On the Development and Extinction of Regular Doubly Refracting Structures in the Crystalline Lenses of Animals after Death	1837	Philosophical Transactions of the Royal Society of London	David Brewster	fla	Optics	Reproduction	1830	1800	1800	6	117	3046	110552.0	
108102	2610523	On the Temperature of Insects, and Its Connexion with the Functions of Respiration and Circulation in This Class of Invertebrated Animals	1837	Philosophical Transactions of the Royal Society of London	George Newport	fla	Weather	Thermodynamics	1830	1800	1800	64	1251	41603		
108105	2610523	On the Hereditary Instinctive Propensities of Animals	1837	Philosophical Transactions of the Royal Society of London	Thomas Andrew Knight	fla	Observation	Experiment	1830	1800	1800	5	65	3053	110550.0	
108115	2610523	Experimental Researches in Electricity. Ninth Series	1835	Philosophical Transactions of the Royal Society of London	Michael Faraday	fla	Electromagnetism	Experiment	1830	1800	1800	16	362	10037	110441.0	
108116	2610523	On the Determination of the Terms in the Disturbing Function of the Fourth Order as Regards the Eccentricities and Inclinations Which Give Rise to Secular Inequalities	1835	Philosophical Transactions of the Royal Society of London	J. W. Lubbock	fla	Formulae	Mathematics	1830	1800	1800	25	203	9055		
108118	2610523	On Certain Peculiarities in the Double Refraction and Absorption of Light Exhibited in the Oxalate of Chromium and Potash	1835	Philosophical Transactions of the Royal Society of London	David Brewster	fla	Optics	Experiment	1830	1800	1800	3	51	1611		
108120	2610523	Continuation of a Former Paper on the Twenty-Five Feet Zenith Telescope Lately Erected at the Royal Observatory	1835	Philosophical Transactions of the Royal Society of London	John Pond	fla	Solar System	Galaxy	1830	1800	1800	7	332	3234		
108124	2610523	Researches towards Establishing a Theory of the Dispersion of Light	1835	Philosophical Transactions of the Royal Society of London	Baden Powell	fla	Experiment	Optics	1830	1800	1800	6	77	2358		
108128	2610523	Experimental Researches in Electricity. Tenth Series	1835	Philosophical Transactions of the Royal Society of London	Michael Faraday	fla	Electromagnetism	Experiment	1830	1800	1800	12	293	6855	110473.0	
108140	2610523	On the Laws of the Rise and Fall of the Tide in the River Thames	1842	Philosophical Transactions of the Royal Society of London	G. B. Airy	fla	Meteorology	Mathematics	1840	1800	1800	10	159	4186		
108141	2610523	Contributions to Terrestrial Magnetism. No. III	1842	Philosophical Transactions of the Royal Society of London	Edward Sabine	fla	Terrestrial Magnetism	Experiment	1840	1800	1800	11	136	5482		
108146	2610523	On Fibre	1842	Philosophical Transactions of the Royal Society of London	Martin Barry	fla	Reproduction	Physiology II	1840	1800	1800	47	1899	28768	110762.0	
108152	2610523	On the Action of the Rays of the Solar Spectrum on Vegetable Colours, and on Some New Photographic Processes	1842	Philosophical Transactions of the Royal Society of London	John F. W. Herschel	fla	Optics	Experiment	1840	1800	1800	36	683	21092		
108159	2610523	Experimental Researches in Electricity. Fifteenth Series	1839	Philosophical Transactions of the Royal Society of London	Michael Faraday	fla	Electromagnetism	Experiment	1830	1800	1800	12	261	6901		
108168	2610523	On the Male Organs of Some of the Cartilaginous Fishes	1839	Philosophical Transactions of the Royal Society of London	John Davy	fla	Reproduction	Physiology II	1830	1800	1800	11	198	6178	110626.0	
108169	2610523	Researches on the Tides. Tenth Series. On the Laws of Low Water at the Port of Plymouth, and on the Permanency of Mean Water	1839	Philosophical Transactions of the Royal Society of London	W. Whewell	fla	Meteorology	Experiment	1830	1800	1800	7	204	3772	110643.0	
108170	2610523	Researches on the Tides. Eleventh Series. On Certain Tide Observations Made in the Indian Seas	1839	Philosophical Transactions of the Royal Society of London	W. Whewell	fla	Meteorology	Experiment	1830	1800	1800	4	103	1952	110644.0	
108171	2610523	Account of Experiments on Iron-Built Ships, Instituted for the Purpose of Discovering a Correction for the Deviation of the Compass Produced by the Iron of the Ships	1839	Philosophical Transactions of the Royal Society of London	George Biddell Airy	fla	Terrestrial Magnetism	Experiment	1830	1800	1800	40	776	20510	110638.0	
108174	2610523	On the Conditions of Equilibrium of an Incompressible Fluid, the Particles of Which Are Acted upon by Accelerating Forces	1839	Philosophical Transactions of the Royal Society of London	James Ivory	fla	Mechanics	Mathematics	1830	1800	1800	22	267	11102	110648.0	
108179	2610523	Researches in Embryology. Second Series	1839	Philosophical Transactions of the Royal Society of London	Martin Barry	fla	Reproduction	Experiment	1830	1800	1800	73	3131	47075		
108185	2610523	Experimental Researches in Electricity.--Eleventh Series	1838	Philosophical Transactions of the Royal Society of London	Michael Faraday	fla	Electromagnetism	Experiment	1830	1800	1800	40	1070	23385		
108187	2610523	Of Such Ellipsoids Consisting of Homogeneous Matter as are Capable of Having the Resultant of the Attraction of the Mass upon a Particle in the Surface, and a Centrifugal Force Caused by Revolving about One of the Axes, Made Perpendicular to the Surface	1838	Philosophical Transactions of the Royal Society of London	James Ivory	fla	Mechanics	Mathematics	1830	1800	1800	10	123	3897		
108188	2610523	Researches towards Establishing a Theory of the Dispersion of Light. No. IV	1838	Philosophical Transactions of the Royal Society of London	Baden Powell	fla	Experiment	Mathematics	1830	1800	1800	6	76	2621		
108189	2610523	On the Colours of Mixed Plates	1838	Philosophical Transactions of the Royal Society of London	David Brewster	fla	Optics	Experiment	1830	1800	1800	5	78	2936	110575.0	
108191	2610523	Experimental Researches in Electricity.--Twelfth Series	1838	Philosophical Transactions of the Royal Society of London	Michael Faraday	fla	Electromagnetism	Experiment	1830	1800	1800	41	949	24625		
108192	2610523	Experimental Researches in Electricity.--Thirteenth Series	1838	Philosophical Transactions of the Royal Society of London	Michael Faraday	fla	Electromagnetism	Experiment	1830	1800	1800	44	1025	26566		
108194	2610523	The Bakerian Lecture.--On the Theory of the Astronomical Refractions	1838	Philosophical Transactions of the Royal Society of London	James Ivory	fla	Mathematics	Experiment	1830	1800	1800	57	616	22259		
108195	2610523	Researches on the Tides.--Ninth Series. On the Determination of the Laws of the Tides from Short Series of Observations	1838	Philosophical Transactions of the Royal Society of London	W. Whewell	fla	Meteorology	Experiment	1830	1800	1800	17	354	9399		
108197	2610523	Remarks on the Theory of the Dispersion of Light, as Connected with Polarization	1838	Philosophical Transactions of the Royal Society of London	Baden Powell	fla	Mathematics	Experiment	1830	1800	1800	12	213	4754	110592.0	
108198	2610523	Experimental Researches in Electricity.--Fourteenth Series	1838	Philosophical Transactions of the Royal Society of London	Michael Faraday	fla	Electromagnetism	Experiment	1830	1800	1800	18	432	10805		
108199	2610523	An Account of Some Experiments on the Blood in Connexion with the Theory of Respiration	1838	Philosophical Transactions of the Royal Society of London	John Davy	fla	Thermodynamics	Physiology I	1830	1800	1800	17	278	9564	110606.0	
108200	2610523	Researches in Embryology. First Series	1838	Philosophical Transactions of the Royal Society of London	Martin Barry	fla	Reproduction	Experiment	1830	1800	1800	31	1252	19933	110602.0	
108209	2610523	On the Chemical Action of the Rays of the Solar Spectrum on Preparations of Silver and Other Substances, Both Metallic and Non-Metallic, and on Some Photographic Processes	1840	Philosophical Transactions of the Royal Society of London	John F. W. Herschel	fla	Optics	Experiment	1840	1800	1800	59	1133	35286		
108210	2610523	Experimental Researches in Electricity. Sixteenth Series	1840	Philosophical Transactions of the Royal Society of London	Michael Faraday	fla	Electromagnetism	Experiment	1840	1800	1800	32	824	18594		
108211	2610523	Experimental Researches in Electricity. Seventeenth Series	1840	Philosophical Transactions of the Royal Society of London	Michael Faraday	fla	Electromagnetism	Chemistry II	1840	1800	1800	35	1201	21296		
108212	2610523	Contributions to Terrestrial Magnetism	1840	Philosophical Transactions of the Royal Society of London	Edward Sabine	fla	Terrestrial Magnetism	Experiment	1840	1800	1800	17	419	9198		
108214	2610523	Additional Note to the Eleventh Series of Researches on the Tides	1840	Philosophical Transactions of the Royal Society of London	W. Whewell	fla	Meteorology	Experiment	1840	1800	1800	14	261	7894	110681.0	
108221	2610523	The Bakerian Lecture: On the Theoretical Explanation of an Apparent New Polarity in Light	1840	Philosophical Transactions of the Royal Society of London	G. B. Airy	fla	Optics	Mathematics	1840	1800	1800	17	194	7404		
108223	2610523	Researches on the Tides. Twelfth Series. On the Laws of the Rise and Fall of the Sea&apos;s Surface during Each Tide	1840	Philosophical Transactions of the Royal Society of London	W. Whewell	fla	Meteorology	Mechanics	1840	1800	1800	21	293	10355	110709.0	
108232	2610523	Researches in Embryology. Third Series: A Contribution to the Physiology of Cells	1840	Philosophical Transactions of the Royal Society of London	Martin Barry	fla	Reproduction	Experiment	1840	1800	1800	61	2445	38131		
108233	2610523	On the Corpuscles of the Blood	1840	Philosophical Transactions of the Royal Society of London	Martin Barry	fla	Reproduction	Experiment	1840	1800	1800	20	655	11088		
108237	2610523	Supplement to a Paper\quot;On the Theoretical Explanation of an Apparent New Polarity in Light\quot;	1841	Philosophical Transactions of the Royal Society of London	G. B. Airy	fla	Optics	Mathematics	1840	1800	1800	10	98	3844		
108238	2610523	Contributions to Terrestrial Magnetism.--No. II	1841	Philosophical Transactions of the Royal Society of London	Edward Sabine	fla	Terrestrial Magnetism	Meteorology	1840	1800	1800	25	824	11696		
108240	2610523	On a Remarkable Property of the Diamond	1841	Philosophical Transactions of the Royal Society of London	David Brewster	fla	Optics	Experiment	1840	1800	1800	2	24	1026	110730.0	
108241	2610523	On the Phenomena of Thin Plates of Solid and Fluid Substances Exposed to Polarized Light	1841	Philosophical Transactions of the Royal Society of London	David Brewster	fla	Optics	Experiment	1840	1800	1800	17	247	8219		
108248	2610523	The Bakerian Lecture.--On the Organs of Reproduction, and the Development of the Myriapoda.--First Series	1841	Philosophical Transactions of the Royal Society of London	George Newport	fla	Reproduction	Physiology II	1840	1800	1800	34	632	20463		
108253	2610523	On the Chorda Dorsalis	1841	Philosophical Transactions of the Royal Society of London	Martin Barry	fla	Reproduction	Experiment	1840	1800	1800	5	110	2987	110722.0	
108254	2610523	On the Corpuscles of the Blood.--Part II	1841	Philosophical Transactions of the Royal Society of London	Martin Barry	fla	Reproduction	Experiment	1840	1800	1800	19	635	9543		
108255	2610523	On the Corpuscles of the Blood.--Part III	1841	Philosophical Transactions of the Royal Society of London	Martin Barry	fla	Reproduction	Experiment	1840	1800	1800	52	1840	30540		
108263	2610523	On the Laws of the Tides on the Coasts of Ireland, as Inferred from an Extensive Series of Observations Made in Connection with the Ordnance Survey of Ireland	1845	Philosophical Transactions of the Royal Society of London	G. B. Airy	fla	Meteorology	Experiment	1840	1800	1800	69	1737	38624		
108268	2610523	On the Liquefaction and Solidification of Bodies Generally Existing as Gases	1845	Philosophical Transactions of the Royal Society of London	Michael Faraday	fla	Thermodynamics	Chemistry II	1840	1800	1800	24	516	11471	110869.0	
108272	2610523	On the Elliptic Polarization of Light by Reflexion from Metallic Surfaces	1845	Philosophical Transactions of the Royal Society of London	Baden Powell	fla	Optics	Experiment	1840	1800	1800	14	295	6592	110885.0	
108273	2610523	Electro-Physiological Researches. First Memoir. The Muscular Current	1845	Philosophical Transactions of the Royal Society of London	Carlo Matteucci	fla	Electromagnetism	Experiment	1840	1800	1800	13	278	7596		
108274	2610523	Electro-Physiological Researches. Second Memoir. On the Proper Current of the Frog	1845	Philosophical Transactions of the Royal Society of London	Carlo Matteucci	fla	Electromagnetism	Physiology II	1840	1800	1800	6	108	3027		
108275	2610523	Electro-Physiological Researches. Third Memoir. On Induced Contractions	1845	Philosophical Transactions of the Royal Society of London	Carlo Matteucci	fla	Electromagnetism	Physiology II	1840	1800	1800	15	260	8993		
108276	2610523	On the Temperature of Man	1845	Philosophical Transactions of the Royal Society of London	John Davy	fla	Physiology I	Experiment	1840	1800	1800	15	550	7396		
108277	2610523	Contributions to the Chemistry of the Urine. On the Variations in the Alkaline and Earthy Phosphates in the Healthy State, and on the Alkalescence of the Urine from Fixed Alkalies	1845	Philosophical Transactions of the Royal Society of London	Henry Bence Jones	fla	Physiology I	Chemistry I	1840	1800	1800	16	365	7749		
108282	2610523	The Bakerian Lecture: Researches on the Tides. Thirteenth Series. On the Tides of the Pacific, and on the Diurnal Inequality	1848	Philosophical Transactions of the Royal Society of London	W. Whewell	fla	Meteorology	Experiment	1840	1800	1800	30	882	17817		
108284	2610523	On a New Substance Occurring in the Urine of a Patient with Mollities Ossium	1848	Philosophical Transactions of the Royal Society of London	Henry Bence Jones	fla	Chemistry II	Chemistry I	1840	1800	1800	8	201	3155	110965.0	
108285	2610523	Examination of the Proximate Principles of Some of the Lichens	1848	Philosophical Transactions of the Royal Society of London	John Stenhouse	fla	Chemistry II	Chemistry I	1840	1800	1800	27	694	13740		
108296	2610523	On a New Case of the Interference of Light	1848	Philosophical Transactions of the Royal Society of London	Baden Powell	fla	Optics	Experiment	1840	1800	1800	14	306	5764	111002.0	
108303	2610523	Experimental Researches in Electricity. Nineteenth Series	1846	Philosophical Transactions of the Royal Society of London	Michael Faraday	fla	Electromagnetism	Optics	1840	1800	1800	20	413	11583		
108304	2610523	Experimental Researches in Electricity. Twentieth Series	1846	Philosophical Transactions of the Royal Society of London	Michael Faraday	fla	Electromagnetism	Experiment	1840	1800	1800	20	532	11656		
108305	2610523	Experimental Researches in Electricity. Twenty-First Series	1846	Philosophical Transactions of the Royal Society of London	Michael Faraday	fla	Electromagnetism	Experiment	1840	1800	1800	22	566	12522		
108320	2610523	Contributions to Terrestrial Magnetism. No. VII	1846	Philosophical Transactions of the Royal Society of London	Edward Sabine	fla	Terrestrial Magnetism	Experiment	1840	1800	1800	56	1458	31452	110931.0	
108321	2610523	Contributions to Terrestrial Magnetism. No. VIII	1846	Philosophical Transactions of the Royal Society of London	Edward Sabine	fla	Terrestrial Magnetism	Formulae	1840	1800	1800	31	818	15995		
108325	2610523	Contributions to the Chemistry of the Urine. Part II. On the Variations in the Alkaline and Earthy Phosphates in Disease	1846	Philosophical Transactions of the Royal Society of London	Henry Bence Jones	fla	Physiology I	Experiment	1840	1800	1800	11	456	5835	110925.0	
108329	2610523	Electro-Physiological Researches. Fourth Memoir. The Physiological Action of the Electric Current	1846	Philosophical Transactions of the Royal Society of London	Carlo Matteucci	fla	Electromagnetism	Experiment	1840	1800	1800	18	335	9619		
108332	2610523	On the Motion of Gases	1846	Philosophical Transactions of the Royal Society of London	Thomas Graham	fla	Thermodynamics	Chemistry II	1840	1800	1800	46	1308	22921		
108340	2610523	On the Lunar Atmospheric Tide at St. Helena	1847	Philosophical Transactions of the Royal Society of London	Edward Sabine	fla	Meteorology	Experiment	1840	1800	1800	6	146	3327	110956.0	
108341	2610523	On the Diurnal Variation of the Magnetic Declination at St. Helena	1847	Philosophical Transactions of the Royal Society of London	Edward Sabine	fla	Meteorology	Experiment	1840	1800	1800	7	76	4126		
108348	2610523	Electro-Physiological Researches. Fifth Series. Part I. Upon Induced Contractions. Part II. Upon the Phenomena Elicited by the Passage of the Current through the Nerves of a Living Animal, or an Animal Recently Killed, According to the Direction of the Current	1847	Philosophical Transactions of the Royal Society of London	Carlo Matteucci	fla	Electromagnetism	Experiment	1840	1800	1800	7	118	3896		
108349	2610523	Electro-Physiological Researches. Sixth Series. Laws of the Electric Discharge of the Torpedo and Other Electric Fishes-Theory of the Production of Electricity in These Animals	1847	Philosophical Transactions of the Royal Society of London	Carlo Matteucci	fla	Electromagnetism	Physiology II	1840	1800	1800	3	46	1693		
108350	2610523	Electro-Physiological Researches. Seventh and Last Series. Upon the Relation between the Intensity of the Electric Current, and That of the Corresponding Physiological Effect	1847	Philosophical Transactions of the Royal Society of London	Carlo Matteucci	fla	Electromagnetism	Experiment	1840	1800	1800	6	115	3055		
108359	2610523	Miscellaneous Observations on Animal Heat	1844	Philosophical Transactions of the Royal Society of London	John Davy	fla	Physiology I	Thermodynamics	1840	1800	1800	8	210	4517	110836.0	
108361	2610523	Contributions to Terrestrial Magnetism. No. VI	1844	Philosophical Transactions of the Royal Society of London	Edward Sabine	fla	Terrestrial Magnetism	Experiment	1840	1800	1800	30	683	16483		
108363	2610523	On the Reproduction of Lost Parts in Myriapoda and Insecta	1844	Philosophical Transactions of the Royal Society of London	George Newport	fla	Reproduction	Experiment	1840	1800	1800	13	287	7184	110865.0	
108366	2610523	Observations on Some of the Nebulae	1844	Philosophical Transactions of the Royal Society of London	Earl of Rosse	fla	Experiment	Galaxy	1840	1800	1800	6	88	2214	110861.0	
108371	2610523	Experimental Researches in Electricity. Eighteenth Series	1843	Philosophical Transactions of the Royal Society of London	Michael Faraday	fla	Electromagnetism	Thermodynamics	1840	1800	1800	17	456	9389		
108373	2610523	Observations on Certain Cases of Elliptic Polarization of Light by Reflexion	1843	Philosophical Transactions of the Royal Society of London	Baden Powell	fla	Optics	Experiment	1840	1800	1800	9	227	4241		
108374	2610523	On the Laws of Individual Tides at Southampton and at Ipswich	1843	Philosophical Transactions of the Royal Society of London	G. B. Airy	fla	Meteorology	Experiment	1840	1800	1800	11	246	4474	110804.0	
108378	2610523	Contributions to Terrestrial Magnetism. No. IV	1843	Philosophical Transactions of the Royal Society of London	Edward Sabine	fla	Terrestrial Magnetism	Meteorology	1840	1800	1800	16	585	8010	110818.0	
108379	2610523	Contributions to Terrestrial Magnetism. No. V	1843	Philosophical Transactions of the Royal Society of London	Edward Sabine	fla	Terrestrial Magnetism	Experiment	1840	1800	1800	24	407	12130		
108381	2610523	On the Structure, Relations, and Development of the Nervous and Circulatory Systems, and on the Existence of a Complete Circulation of the Blood in Vessels, in Myriapoda and Macrourous Arachnida. First Series	1843	Philosophical Transactions of the Royal Society of London	George Newport	fla	Physiology II	Experiment	1840	1800	1800	60	1048	37487		
